"TITLE"|"AUTHOR"|"PACE"|"LENGTH"|"PLOT_COMPLEXITY"|"THEMES"|"MOOD"
"The Wishing World"|"Todd Fahnestock"|""|""|""|""|""
"Son, Listen: Real-world Advice Every Boy Needs to Hear"|"Damon   Willis"|""|""|""|""|""
"An Old Woman's Last Prophecy"|"J.A.  Clark"|""|""|""|""|""
"Cold Burn of Magic"|"Jennifer Estep"|""|""|""|""|""
"A Surge of Blood"|"Matthew Darbs Derbyshire"|""|""|""|""|""
"Amare: Bloodstreams"|"J. Gaines"|""|""|""|""|""
"The Descendants"|"Wanda Harkins"|""|""|""|""|""
"Edge of Fate"|"Debbie R. Cummings"|""|""|""|""|""
"Toward a Secret Sky"|"Heather  Maclean"|""|""|""|""|""
"Blachart"|"Christina Engela"|""|""|""|""|""
"Erica's House: Their Shrunken World"|"Zak Kauffman"|""|""|""|""|""
"Thank You, Theo"|"Premila James"|""|""|""|""|""
"Give It To Steve!"|"Will Bunch"|""|""|""|""|""
"The Plain White Room"|"Oliver Phisher"|""|""|""|""|""
"The Alien Club"|"Trel W. Sidoruk"|""|""|""|""|""
"The Secret Billionaire"|"Teymour Shahabi"|""|""|""|""|""
"Dead on the Water"|"R.W.K. Clark"|""|""|""|""|""
"The Mind Traveller"|"James  McKenna"|""|""|""|""|""
"Baby SEALs"|"J.W. Bloomfield"|""|""|""|""|""
"The Chimes in the Tree"|"Iwan Nazif, Sharon Levesque Barnes, Jazan Wild"|""|""|""|""|""
"Learning to See"|"Alyssa M. Carlough"|""|""|""|""|""
"I'll Rescue You"|"M.T. Thomas"|""|""|""|""|""
"Game Plan"|"Natalie Corbett Sampson"|"8"|"7"|"9"|"6|7"|"7"
"The Wishmaker"|"C.E.  Turner"|"8"|"7"|"9"|"6|8"|"8"
"Harley & Me: Love Means Never Saying Goodbye"|"Cassandra   Parker"|""|""|""|""|""
"Next Spin : Tryst with greed"|"Satish Batakala"|""|""|""|""|""
"The Rasping of Gilman"|"J. Michael Milligan"|""|""|""|""|""
"Going the Wrong Path"|"Arthur Weissmann"|""|""|""|""|""
"Calliope Jones and The Last World Diver"|"Haylie Machado Hanson"|""|""|""|""|""
"Fairytales"|"Catherine Habbie"|""|""|""|""|""
"Zella's Awakening"|"Braden Wheeler"|""|""|""|""|""
"The Key of F"|"Jennifer Haskin"|""|""|""|""|""
"Arturus Rex"|"Vesper Lyons"|""|""|""|""|""
"Till Winter Comes"|"Paul Mwale"|""|""|""|""|""
"The Brave Maiden"|"Geoffrey Craig"|"8"|"7"|"9"|"6|7"|"7"
"Liar Girl"|"Andre Govier"|""|""|""|""|""
"The Corianders"|"Mary Jane Hale"|""|""|""|""|""
"Road to Eugenica"|"A.M. Rose"|""|""|""|""|""
"Above the Sky"|"J.W. Lynne, Jenny Lynne"|""|""|""|""|""
"Call To Crusade"|"Tom Vetter"|""|""|""|""|""
"Oh Happy Day"|"Michelle Ragoonanan-Ali"|""|""|""|""|""
"Code Name: Butterfly"|" , Nancy Roberts"|""|""|""|""|""
"Sparked"|"Malena Watrous, Helena Echlin"|""|""|""|""|""
"The Pirates of Cologne"|"Dinah R. Mack"|""|""|""|""|""
"Anna, the Princess, and the Pendant"|"J.E. London"|""|""|""|""|""
"The Ultimate Guide to 21st Century Careers"|"Richa Dwivedi"|""|""|""|""|""
"Occidis"|"Aisha Tritle"|""|""|""|""|""
"Edelaine's Folly: A Young Adult Epic Fantasy Adventure Series"|"Morigan Shaw"|""|""|""|""|""
"Freak 'N' Gorgeous"|"Sebastian J. Plata"|""|""|""|""|""
"School of Ladies - The Debutantes"|"Ennie Smith"|""|""|""|""|""
"The Jewel in the Christmas Holly"|"Debbie Kelahan"|""|""|""|""|""
"Escape to Clown Town"|"Tephra Miriam"|""|""|""|""|""
"Sophie's Search for No-Where"|"David M. Miller, Kingsley L. Dennis"|""|""|""|""|""
"Twelve Nights"|"Andrew Zurcher"|""|""|""|""|""
"Intraterrestrial"|"Nicholas Conley"|""|""|""|""|""
"Sweet Serendipity"|"Naomi Amanda"|""|""|""|""|""
"Damselfly"|"Chandra Prasad"|"8"|"7"|"9"|"6|8"|"8"
"The Book Transmitter"|"C.J. Anovari"|""|""|""|""|""
"Say Something Else..."|"Mark  Harlan"|""|""|""|""|""
"Idiot"|"Holly  Smith"|""|""|""|""|""
"Relocation Without Dislocation: Make New friends and Keep The Old"|"Ndeye Labadens"|""|""|""|""|""
"Violent Skies"|"T.J. Lockwood"|""|""|""|""|""
"The Preparations"|"Danielle N. McDonough"|""|""|""|""|""
"Pumpkin Pie"|"Wendy Dean, Katelyn  Brawn, Holli Friedland"|""|""|""|""|""
"Bow Down!"|"Natalya LaBauve"|""|""|""|""|""
"A Land of Permanent Goodbyes"|"Atia Abawi"|""|""|""|""|""
"Leaning on Water"|"Joan June Chen"|""|""|""|""|""
"Single"|"Pantson Fire"|"8"|"7"|"9"|"6|7"|"7"
"Sand Runner"|"Vera Brook"|""|""|""|""|""
"Do or Die Time"|"Cameron Ventura, Dennis Mansfield"|""|""|""|""|""
"Nipper: The Heartbreaking True Story of a Little Boy and His Violent Childhood in Working-Class Dundee"|"Charlie Mitchell"|""|""|""|""|""
"All The Heroes Are Dead: Book One of the Fallen Primarchs Series"|"T.S. Brothers"|""|""|""|""|""
"The Sheriff's Catch"|"James Vella-Bardon"|""|""|""|""|""
"Oric and the Alchemist's Key (The Oric Trilogy)"|"Lesley  Wilson"|""|""|""|""|""
"My Dearest Diary: Five Years in the Life of Cathy Cornellia"|"Cathy Cornellia, Anastasia Rose"|""|""|""|""|""
"The Tukor's Journey"|"Jeannine Kellogg"|""|""|""|""|""
"Oskar Blows A Gasket"|"Al  Stewart, Claire  Davis"|""|""|""|""|""
"Porch Swing Girl"|"Taylor Bennett"|""|""|""|""|""
"Alive"|"Scott Sigler"|""|""|""|""|""
"Empress of All Seasons"|"Emiko Jean"|""|""|""|""|""
"The Violet Theory"|"Elodie Iver"|""|""|""|""|""
"Book of the Anointed"|"J. Moon"|""|""|""|""|""
"Skooter Girl"|"Darielle Mac"|""|""|""|""|""
"The Word Count"|"Shannon   Hannan"|""|""|""|""|""
"The Harper Effect"|"Taryn Bashford"|"8"|"7"|"9"|"6|7"|"7"
"Wishing for a Parallel World"|"Arriah Kiprujistho"|""|""|""|""|""
"Hey! It's Summer!"|"Micci Fjord"|""|""|""|""|""
"Bonesland"|"Brendan Lawley"|""|""|""|""|""
"King's Host - Book One"|"Irinel-Ramona Florescu"|""|""|""|""|""
"Snowed"|"Maria  Alexander"|""|""|""|""|""
"The Veil Is Torn: AD 30 to 70 Pentecost to the Destruction of Jerusalem"|"Ted Byfield"|"30"|"70"|""|""|""
"The Untethered"|"S.W. Southwick"|""|""|""|""|""
"The Rite of Wands"|"Mackenzie Flohr"|""|""|""|""|""
"Seven Years Gone: Undesirable"|"Liz Iavorschi-Braun"|""|""|""|""|""
"In search of a Soulmate"|"Swapna Rajput"|""|""|""|""|""
"Eden's Child"|"Ron Lee"|""|""|""|""|""
"The Unknown Realm: War and Beyond"|"Prashant Wason"|""|""|""|""|""
"Underworld: Sex, Drugs, and a Loaded Gun"|"Mike Stop Continues"|""|""|""|""|""
"Toppers"|"Aayush  Gupta"|""|""|""|""|""
"The Legacy of Gaea Volume I: The Underworld"|"S.L. Gassick"|""|""|""|""|""
"The Hounded"|"Simon Butters"|""|""|""|""|""
"The Bound: Novella"|"Michelle Connor"|""|""|""|""|""
"Just Like The Puppy Love"|"Jaydeep Jesur"|""|""|""|""|""
"The waiting room of meaninglessness"|"Sonja Bodlovic"|""|""|""|""|""
"Are We Walking To Alaska?"|"JoAnn Dunlap Bayne"|""|""|""|""|""
"All Kinds of Bad"|"Rachel Rust"|""|""|""|""|""
"Secret of the Songshell"|"Brian Tashima"|""|""|""|""|""
"Circus of the Stars: Ringmaster"|"Lichelle Slater"|""|""|""|""|""
"A Light in the Dark"|"Kelly Bedford"|""|""|""|""|""
"Smart Tass"|"Mimi Jean Pamfiloff"|""|""|""|""|""
"Fer"|"C.C. W"|""|""|""|""|""
"""Soup Sandwich"" Survival: Advanced Survival Techniques"|"Donny Boy Franko"|""|""|""|""|""
"Why Donald Trump Would Make A Great President"|"Luapnor Vuli"|""|""|""|""|""
"Little Miss Chaos"|"Paula R. Hilton"|""|""|""|""|""
"Kiss"|"Ted Dekker, Erin Healy"|""|""|""|""|""
"The Diabolical Talisman: Unfolding Nayala"|"Eshan Pithadiya"|""|""|""|""|""
"That Thing"|"L. S. Siel"|""|""|""|""|""
"The Unknowns"|"Holly  Chase"|"8"|"7"|"9"|"6|7"|"7"
"My Life As A Country Album"|"L.J. Evans"|""|""|""|""|""
"Tina's Web"|"Alki Zei, John Thornley"|""|""|""|""|""
"Tales of Hank"|"Elena Jdanova"|""|""|""|""|""
"Love and Venom"|"W.P. Bossing"|""|""|""|""|""
"Good Boy, Achilles!"|"Eddie Ellis"|""|""|""|""|""
"Dark Priest"|"Elene Carpenter, Dale Vice"|""|""|""|""|""
"The Recusants"|"b.suiter"|""|""|""|""|""
"A Darker Magic This Way Comes"|"Carmel Niland"|""|""|""|""|""
"Enter The Fey"|"Carole Weave-Lane"|""|""|""|""|""
"Glacier"|"Beth  Lynn"|""|""|""|""|""
"Indigo"|"Krista Wagner"|""|""|""|""|""
"The Stone Keeper's Realm"|"Mary Clare Emerine"|""|""|""|""|""
"Sound Generation: The Resonant Voices of Teen Girls"|"Keren Taylor"|""|""|""|""|""
"Well, This Is Growing Up"|"Megan Street"|""|""|""|""|""
"My Alien"|"Robin   Martin"|""|""|""|""|""
"The Golden Nutmeg"|"Christopher Tozier"|""|""|""|""|""
"A Message From the Far Shore"|"M. Jozefiak"|""|""|""|""|""
"The Ice Maiden's Tale"|"Lisa Preziosi"|""|""|""|""|""
"Columbus Day"|"Craig Alanson"|""|""|""|""|""
"Select"|"Marit Weisenberg"|""|""|""|""|""
"Roses in a Forbidden Garden: A Holocaust Love Story"|"Elise Garibaldi"|""|""|""|""|""
"Sad Perfect"|"Stephanie Elliot"|""|""|""|""|""
"A Teaspoon of Death"|"Sarthak Khurana"|""|""|""|""|""
"Children of Neptune"|"Makenna Snow"|""|""|""|""|""
"The Dog Girl Saga: A Country Not Your Own"|"Ryneka Porter, Nakeba Anderson"|""|""|""|""|""
"Scarlett Wrigley  and the Light Beneath the Veil"|"Charmaine Mullins-Jaime"|""|""|""|""|""
"The Further Adventures of Jack Lime"|"James Leck"|""|""|""|""|""
"The Jewels of Rislingaard (Book one: Longmeadow's Rarely Used, Nearly Forgotten, and Generally Unnecessary Knowledge and Facts"|"Ken Janisch"|""|""|""|""|""
"Broken Girls"|"J.M.  Ryan"|""|""|""|""|""
"The Dawn of Skye"|"E.B. Heimdal"|""|""|""|""|""
"As I SAW The beginning of rendezvous"|"Umar Hasan"|""|""|""|""|""
"The Third Kiss"|"Kat Colmer"|""|""|""|""|""
"Island Boys Don't Cry"|"Aurora Gayle"|""|""|""|""|""
"Becoming: The Balance Bringer"|"Debra Kristi"|""|""|""|""|""
"Playing for the Devil's Fire"|"Phillippe Diederich"|""|""|""|""|""
"Sapphire"|"Snow A. E. White"|""|""|""|""|""
"Water's Edge"|"Rachel Meehan"|""|""|""|""|""
"Soldier"|"Kalcee Clornel"|""|""|""|""|""
"The Trespassing of Souls"|"M.S.C. Barnes"|""|""|""|""|""
"Beautiful Country"|"J.R. Thornton"|""|""|""|""|""
"From Behind a Star"|"Becka L. Baughman"|""|""|""|""|""
"Arrows"|"Melissa Gorzelanczyk"|""|""|""|""|""
"Unvamped"|"Elizabeth   Stevens"|""|""|""|""|""
"The Devil of Gilding"|"D.E. Colombo"|""|""|""|""|""
"New Horizons"|"Dan Carr"|""|""|""|""|""
"I am Big. So What!?"|"Shuchi Singh Kalra"|""|""|""|""|""
"Looking for Giants"|"Dominic Ross"|""|""|""|""|""
"J.W. Valentine"|"Barbara Novack"|""|""|""|""|""
"The Gideon Protocol"|"L.C. Hanson"|""|""|""|""|""
"Enrule"|"Holly  Sparks"|""|""|""|""|""
"The Blue Codex"|"Emily Kirby"|""|""|""|""|""
"Forged of Fire"|"Stacy Von Haegert"|""|""|""|""|""
"Rabbit Trails"|"Will  Wyckoff"|""|""|""|""|""
"When G-D Asks Me; When God Asks Me"|"Brian Beardsley, John Kalani, Devorah Kalani"|""|""|""|""|""
"The Vortex Winder"|"Duncan  Smith"|""|""|""|""|""
"The Cultivated Girl"|"Pix English"|""|""|""|""|""
"Again"|"Robyn Christina"|""|""|""|""|""
"The Macos Adventure"|"Jefferri Andrews, John A. Andrews, Jonathan W. Andrews"|""|""|""|""|""
"Tyed"|"L.J. Shen"|""|""|""|""|""
"Thousand Sinful Kisses"|"Liam Levi"|""|""|""|""|""
"Scarborough Fair"|"Margarita Morris"|""|""|""|""|""
"Alive for Now"|"Bob  Howard"|""|""|""|""|""
"Resurrecting Sunshine"|"Lisa A. Koosis"|""|""|""|""|""
"The Sorcerers Quest"|"Rain Oxford"|""|""|""|""|""
"The Amplified"|"Lauren M. Flauding"|""|""|""|""|""
"Fire in Frost"|"Alicia Rades"|""|""|""|""|""
"@Robertopancake: A Story About a Boy"|"Reed Hall"|""|""|""|""|""
"Randolph Rudolph the Radioactive Boy"|"Mike  Miller"|""|""|""|""|""
"Evading The Dark"|"E.M. Rinaldi"|""|""|""|""|""
"Along the Garden Path"|"Charlotte Peyton"|""|""|""|""|""
"Snowflake River"|"Ben-Ami Eliahu"|""|""|""|""|""
"Waterwight"|"Laurel McHargue"|""|""|""|""|""
"Quest Theater"|"Lora  Gray"|""|""|""|""|""
"Love Evil: To whom my heart falls prey"|"Wendy Williamson"|""|""|""|""|""
"A Shadow Named Envy: Guardians"|"Kyle Stumpp"|""|""|""|""|""
"Yesterday's Demons"|"Michael Ripplinger"|""|""|""|""|""
"Beneath the Fall"|"Aaron Safronoff"|""|""|""|""|""
"Some Fine Day"|"Kat Ross"|""|""|""|""|""
"Stealth Moves"|"Sanna Hines"|"8"|"7"|"6"|"9|5"|"5"
"Dating The Undead"|"Juliet Lyons"|""|""|""|""|""
"Anant Dot com: A Novel"|"Govind Sharma"|""|""|""|""|""
"Agony of Being Me"|"January Valentine, Victoria Valentine"|""|""|""|""|""
"Shattered Blue"|"Lauren Bird Horowitz"|""|""|""|""|""
"Impending Earth"|"J.R.  Clark"|""|""|""|""|""
"Gathering"|"G.Y. Diamond"|""|""|""|""|""
"How to Disappear"|"Ann Redisch Stampler"|""|""|""|""|""
"Poltergeeks"|"Sean Cummings"|""|""|""|""|""
"Seneca Rebel"|"Rayya Deeb"|""|""|""|""|""
"Ecliptica"|"T.G.W. Becker"|""|""|""|""|""
"The Summoned King: Book One of The Kalymbrian Chronicles"|"Dave Neuendorf"|""|""|""|""|""
"Plucking Poetry from the Air"|"C.S. Reid"|""|""|""|""|""
"Mark of Four"|"Tamara Shoemaker"|""|""|""|""|""
"The Exiled Seven"|"Blake Renworth"|""|""|""|""|""
"Chronicles of Domaria: Book I - The Awakening"|"L.C. Lopes"|""|""|""|""|""
"Lotus Blood"|"Dean Norton"|""|""|""|""|""
"The Reach Between Worlds"|"Cameron M. Hayden"|"8"|"7"|"9"|"8|7"|"7"
"The Girl in the Broken Mirror"|"Savita Kalhan"|""|""|""|""|""
"Lady Igraine"|"Bethany Wray"|""|""|""|""|""
"Converted by Love"|"Anthony Marsman Brown"|""|""|""|""|""
"Girl Dreams"|"Ginger M"|""|""|""|""|""
"The Fifth Room"|"A.J. Rushby, Allison Rushby"|""|""|""|""|""
"Love and Loyalty"|"Empress, Pressure"|""|""|""|""|""
"The Solterian Keeper and the Enchanted Talisman"|"R.K. Appling"|""|""|""|""|""
"Planet Adyn"|"M.L.  Wang"|""|""|""|""|""
"The Hunt for the Healer"|"Suzanne Riggeal-Seidel"|""|""|""|""|""
"Day of Dust"|"Ellie Cummins"|""|""|""|""|""
"Pass It On"|"Mary Peebels"|""|""|""|""|""
"Survival Sandstorm: The Journey that Changed the Course of World War II [Paperback] Mehul Jangir"|"Mehul Jangir"|""|""|""|""|""
"Warp"|"Natalie Lynn Harrison, Chris Bigalke"|""|""|""|""|""
"Gilly & the Snowcats"|"R.S. Bovard"|""|""|""|""|""
"The Husky That Can't Howl"|"R.A. Ostel"|""|""|""|""|""
"True Dummy - a fable of existence"|"Ashish Jaiswal"|""|""|""|""|""
"Mermaids Are Real: The Mystiq Prong"|"Bo  Wu, Bo  Bissett"|""|""|""|""|""
"Our Immaculate"|"Jason Hes"|""|""|""|""|""
"Sweet Sixteen"|"Brenda Rothert"|""|""|""|""|""
"Not So Wicked"|"T.A. Moorman"|""|""|""|""|""
"Eat, Prey, Blood"|"Elizabeth  Russell"|""|""|""|""|""
"LOVELY: Seeking Prince"|"Anita S.J."|""|""|""|""|""
"Thumbwars"|"Sam Nortey Jr."|""|""|""|""|""
"Friction in Motion"|"Sy Kadella"|""|""|""|""|""
"Scarlet Reign: Malice of the Dark Witch"|"R.D. Crist"|""|""|""|""|""
"Above the Star"|"Alexis Marie Chute"|"1"|"2"|"3"|"4|5"|"5"
"Daughter of China"|"Hope Flinchbaugh"|""|""|""|""|""
"Starter Zone"|"Chris Pavesic"|""|""|""|""|""
"Maximum Experience"|"Misty Dais"|""|""|""|""|""
"The Rules of Me"|"Melanie  Moyer"|""|""|""|""|""
"Elements"|"Nia Markos"|""|""|""|""|""
"Reflections in Glass"|"Elizabeth Wynston"|""|""|""|""|""
"Kaleidoscope"|"A.H. Lueders"|""|""|""|""|""
"The Guardians of Truth"|"Chelsea Pagan"|""|""|""|""|""
"Earth Alone"|"Daniel Arenson"|""|""|""|""|""
"The Iron Kingdoms"|"Alexey   Ivanov, Reyven Virgo"|""|""|""|""|""
"Pandora Reborn"|"John Coon"|""|""|""|""|""
"There Be Demons"|"M.K. Theodoratus"|""|""|""|""|""
"Outnumbered: Six Sisters and Me"|"Peter Lewis Atkinson"|""|""|""|""|""
"A Knight in Distress"|"Barbara Russell"|""|""|""|""|""
"Ticking: A Tale of Two Time Travellers"|"Craig Vann"|""|""|""|""|""
"Jordan Dare and the Kidnapped Ghost"|"Cameron DeCessna"|""|""|""|""|""
"The Red Lands"|"ForestRage"|""|""|""|""|""
"Shadow's Secret"|"Theresa Stinnett"|"1"|"4"|"3"|"5|2"|"2"
"Waking Slow"|"Ioanna Opidee"|""|""|""|""|""
"Littlest Death: A Labyrinth of Souls Novel"|"Eric Witchey"|"1"|"2"|"3"|"4|5"|"5"
"Memory Walker"|"Carly Marino"|""|""|""|""|""
"Playing with Matches"|"Elle Strauss, Lee Strauss"|""|""|""|""|""
"The Thunder In Our Hearts"|"Aashvi Sanghvi"|""|""|""|""|""
"eighteen"|"Alberto  Ramos"|""|""|""|""|""
"Sunscorched"|"Jen Crane"|""|""|""|""|""
"Musa And The Blade"|"Q. 'Abdullah Muhammad"|""|""|""|""|""
"Treason's Edge"|"Susan MacDonald"|""|""|""|""|""
"Walk-On Warrior: Drive, Discipline, and the Will to Win"|"John Willkom"|""|""|""|""|""
"Deliverance: A Novel"|"Samantha Schinder"|""|""|""|""|""
"Antar and Haider the Lion"|"Michelle Nickelson, Dedra L. Stevenson"|""|""|""|""|""
"Ratman and Robin: The Attack of Catman and the Meows"|"K.A. Bolton"|""|""|""|""|""
"Enlightenment"|"Reno Ursal"|""|""|""|""|""
"Celina Eden"|"Demetria Wilcoxon, Arcy Jay"|""|""|""|""|""
"Thief of Cahraman"|"Lucy Tempest"|""|""|""|""|""
"Princess of Death"|"Cortney Pearson"|""|""|""|""|""
"Skull Flowers"|"Jazon Dion Fletcher"|""|""|""|""|""
"The Underworld Rhapsody"|"Louise Blackwick"|""|""|""|""|""
"The Cosantir"|"Zoe Jones"|""|""|""|""|""
"Problems"|"Mary Ellen Campbell"|""|""|""|""|""
"Shoot Your Shot: A Sport-Inspired Guide To Living Your Best Life"|"Vernon Brundage Jr."|""|""|""|""|""
"Romeo Must Die"|"Greg Stanina, Tom O'Brien"|""|""|""|""|""
"The Orichalcum Rod"|"Travis Pearson"|""|""|""|""|""
"The Torch Keepers"|"Hosanna Emily"|""|""|""|""|""
"Empty World"|"John Christopher"|"8"|"6"|"7"|"9|7"|"7"
"Greatness in The Little You: Opening your mind to reality of your abilities"|"Tobi Oluwatoyin"|""|""|""|""|""
"Elf and Efficiency"|"Steve Hedges"|""|""|""|""|""
"Beyond the Rift"|"K.J. Simpson"|""|""|""|""|""
"Its all about the decisions we make"|"Sharat Srinivasula, Poornima Mynampati"|""|""|""|""|""
"As Silver Is to the Moon"|"R.A. Watt"|""|""|""|""|""
"Daughter of the Song"|"Eliza Tilton"|""|""|""|""|""
"Shardless"|"Stephanie  Fisher"|""|""|""|""|""
"Howl"|"Micah Hales"|""|""|""|""|""
"Bisecter"|"Stephanie Fazio"|""|""|""|""|""
"Imperfect Orb"|"K. Lorel Reid"|""|""|""|""|""
"An assemblage of thorns"|"Adedamola Abiodun"|""|""|""|""|""
"M & Dee: A Wanderlust Love Story, based on True Events"|"Marianne Madson"|""|""|""|""|""
"The June Boys"|"Court Stevens"|""|""|""|""|""
"The Demon Tamer"|"Christian Brancati"|""|""|""|""|""
"How Do You Make Your Parents Rich?: Practical Personal Finance for Kids & Their Families"|"Jurga Abudeab, Diana Polyakov"|""|""|""|""|""
"Down with the Dance"|"C.T. Walsh"|""|""|""|""|""
"Song of The Nephilim"|"Daria Finica"|""|""|""|""|""
"The Trilogic Worlds: The Fictional War"|"Simon Ilincev"|""|""|""|""|""
"The Apocalypse Club"|"Brian Koscienski, Chris Pisano"|""|""|""|""|""
"He Said Don't Tell"|"Andrea       Jones"|""|""|""|""|""
"Stratagem"|"Christina Hagmann"|""|""|""|""|""
"Dacia Wolf & the Prophecy"|"Mandi Oyster"|""|""|""|""|""
"The Big House"|"Larche Davies"|""|""|""|""|""
"Dorothy in the Land of Monsters"|"Garten Gevedon"|""|""|""|""|""
"First of Embers"|"Emmerson Allen"|""|""|""|""|""
"Waiting to Be Special"|"Menoukha Robin Case"|""|""|""|""|""
"The Shadowverse: A YA Sci-Fi Superhero Adventure"|"J.C. Gallo, Francesca Gallo"|""|""|""|""|""
"Finding Kat"|"Charlotte Flagler"|""|""|""|""|""
"The Open Side"|"Greg McGee, Richie McCaw"|""|""|""|""|""
"Right Against Might: The Trio Versus the Sefids"|"Fajr Almas"|""|""|""|""|""
"Don't Wake Up! It Will Ruin Everything"|"Bern Callahan"|""|""|""|""|""
"Nightmare"|"Ellie M. Jalbert"|""|""|""|""|""
"The Voyage of Gethsarade"|"M.G. Claybrook"|""|""|""|""|""
"A Love Like Mine"|"Icarus"|""|""|""|""|""
"Pendomus"|"Carissa Andrews"|""|""|""|""|""
"The Band Room"|"Bob Seay"|""|""|""|""|""
"Triangle of My Heart: A memoir of family, loss, and faith."|"Deborah A. Kirschner"|""|""|""|""|""
"Now & When"|"Sara Bennett Wealer"|""|""|""|""|""
"Lumina: Volume 1 - The Dragonlite Legacy"|"Paddy Tyrrell"|""|""|""|""|""
"Rise of the Elite"|"Steve Dapper"|""|""|""|""|""
"The Joke at the End of the World: a Novel"|"Scott Dikkers"|""|""|""|""|""
"Curse of the Forgotten"|"Elizabeth A. Drysdale"|""|""|""|""|""
"Ivy"|"Leesa Birch"|""|""|""|""|""
"Alosha"|"Christopher Pike"|""|""|""|""|""
"Torpor"|"Kieva McLaughlin"|""|""|""|""|""
"Return of the Mantra"|"Susie Williamson"|""|""|""|""|""
"Not THAT Rich"|"Belinda Lei"|""|""|""|""|""
"Abigail: Reluctant Activist"|"Laura  Sessions, Whitney Lynn"|""|""|""|""|""
"The Rose Kiss: Beauty and the Beast Retold"|"Esme Rome"|"1"|"4"|"3"|"5|2"|"2"
"Queen of All"|"Anya Leigh Josephs"|""|""|""|""|""
"Hidden City"|"J.S. Furlong"|""|""|""|""|""
"The Sarispa Thirteen"|"C.R. Coen"|""|""|""|""|""
"The Outlands"|"Tyler Edwards"|""|""|""|""|""
"One Treasured Summer"|"Carmen  Hopkins"|""|""|""|""|""
"Innocent Smile"|"Missi Angel"|""|""|""|""|""
"With Every Sunset"|"Jane S. Lake"|""|""|""|""|""
"Chin Music Rhubarb"|"Eamon Loingsigh"|""|""|""|""|""
"The Broken Mind Series: The Day the World Faded"|"Bren Lehotay"|""|""|""|""|""
"The Eden Project"|"Elizabeth Noxon"|""|""|""|""|""
"Iridescent"|"S.H. Everly"|""|""|""|""|""
"Journey to the Hopewell Star"|"Hannah D. State"|""|""|""|""|""
"The Lightbringer : Through the Elder Stone"|"Dael Sassoon"|""|""|""|""|""
"Love, Joanah"|"Julie A. Mitchell"|""|""|""|""|""
"Earth's Angels"|"Beth Worsdell"|""|""|""|""|""
"Paradise, WV"|"Rob  Rufus"|""|""|""|""|""
"The Bonds of Magic"|"James     Matthews"|""|""|""|""|""
"Eyes"|"Vit H. Nguyn, Nghch T"|""|""|""|""|""
"The Garden Warrior"|"Ella Buckley"|""|""|""|""|""
"Prairie Sonata"|"Sandy Shefrin Rabin"|""|""|""|""|""
"Ember of Night"|"Molly E. Lee"|""|""|""|""|""
"Of Wicked Blood"|"Katie Hayoz, Olivia Wildenstein"|"1"|"2"|"3"|"4|5"|"5"
"Burning Ember"|"Jocelyn Chen"|""|""|""|""|""
"The Game Plan"|"Alisha Sehgal"|""|""|""|""|""
"For an Ever After"|"Suraj Oinam, Oinam Binodkumar Singh"|""|""|""|""|""
"Songs From The Other Side"|"Robyn Bernstein"|""|""|""|""|""
"Payvand Reed's Cabinet of Mysteries"|"Jeffrey Buller"|""|""|""|""|""
"Conquering Mt. High School"|"Jaikirat Singh Sethi"|""|""|""|""|""
"Infantasy"|"Brielle Writes"|""|""|""|""|""
"Born of the Sea"|"Kate  Castle"|""|""|""|""|""
"Crown of Coral and Pearl"|"Mara Rutherford"|"1"|"4"|"3"|"5|2"|"2"
"Love, Bewitched & Branded"|"Aerona Darcy Cullen"|""|""|""|""|""
"Space Glass"|"Kurt Aaron Russell"|""|""|""|""|""
"The Master's Quest: The Seventh Cycle: Meet Annabella"|"Michael A Randle  Jr, Bjarne Gangst"|""|""|""|""|""
"The Magical Quest: The Magical Quest: A beginning"|"Yogesh Kumar"|""|""|""|""|""
"The Quest Search for a Lost Brother"|"Dorothy Mbori"|""|""|""|""|""
"The Incurables"|"Stevie Claxton"|""|""|""|""|""
"Red's Soul"|"Isaac Michaan, Sherif Guirguis"|""|""|""|""|""
"""The Little Tree That Changed Everything"""|"David R. Gaslin"|""|""|""|""|""
"Scaled"|"J.T. Ashmore"|""|""|""|""|""
"Airy Nothing"|"Clarissa Pattern"|""|""|""|""|""
"Wicked Love"|"Chrys Phillips"|""|""|""|""|""
"Utopia Project: Everyone Must Die"|"Billy Dering"|""|""|""|""|""
"The Descent of the Drowned"|"Ana Lal Din"|"1"|"4"|"3"|"5|2"|"2"
"Flourishing: Have you ever felt the urge to explore more? I have. That's when I began to Flourish."|"Melany Sferragatta"|""|""|""|""|""
"A Voice That Thunders"|"Cully Mack"|""|""|""|""|""
"Dark Awakening: The Legend of Andrew Rufus:"|"M.M. Crumley  (Also Known As M.M. Boulder)"|""|""|""|""|""
"The Citadel"|"David       Anderson"|""|""|""|""|""
"A Hacker, I Am"|"Craig  Ford"|""|""|""|""|""
"The Unadjusteds"|"Marisa Noelle"|""|""|""|""|""
