"TITLE"|"AUTHOR"|"PACE"|"LENGTH"|"PLOT_COMPLEXITY"|"THEMES"|"MOOD"
"Renegade Paladins"|"Y.S. Pascal"|""|""|""|""|""
"Lana's Life Tips: No-nonsense Guide for Teens Pt. 1"|"Debi K. Moore"|"1"|""|""|""|""
"The Undaunted : The Miracle of the Hole-in-the-Rock Pioneers"|"Gerald N. Lund"|""|""|""|""|""
"Code Name: Silence"|"Kirstin van Dyke"|""|""|""|""|""
"Indian Summer"|"Tracy Richardson"|"1"|"3"|"4"|"2|5"|"5"
"Arousing Love"|"M.H. Strom"|""|""|""|""|""
"The Savior Rises"|"Christopher C. Payne"|""|""|""|""|""
"Lives - Perception Is Reality"|"J.J. McMoon"|""|""|""|""|""
"Wisteria Trees and Honeybees: a Winding Journeyheritage to Home"|"Donna D. Wade"|""|""|""|""|""
"The Roman and the Runaway"|"A.J. Braithwaite"|""|""|""|""|""
"That Silent Summer"|"Elaine Medline"|""|""|""|""|""
"Imprinted Souls"|"Daniele Lanzarotta, Frank Monahan"|""|""|""|""|""
"Called to Midnight"|"Amanda L. Moritz"|""|""|""|""|""
"Golden Healer, Dark Enchantress"|"Christine E. Schulze"|""|""|""|""|""
"Surrounded by Darkness"|"Alice Moore"|""|""|""|""|""
"The Ice-Cream Man"|"Jenny Mounfield"|""|""|""|""|""
"The Hunt for the Seventh"|"Christine Morton-Shaw"|"1"|"4"|"3"|"2|5"|"5"
"The Thirteenth Chime"|"Emma  Michaels"|""|""|""|""|""
"The Creators"|"Daniel M. Dewey"|""|""|""|""|""
"The Purloined Boy"|"Mortimus Clay, C.R.  Wiley"|""|""|""|""|""
"The Secret to Lying"|"Todd Mitchell"|""|""|""|""|""
"The Test"|"J.Z. Colby, Amanda Herman"|""|""|""|""|""
"The Gatekeeper"|"Richard Blackburn"|""|""|""|""|""
"f2m"|"Ryan S. Kennedy, Hazel Edwards"|""|""|""|""|""
"Return the Heart"|"T.K. Richardson"|""|""|""|""|""
"Reunion of the Untouchables"|"Kurt Frenier"|""|""|""|""|""
"The Talisman of Elam"|"Jim Mastro"|""|""|""|""|""
"Moonlight: The Hidden Blood Prophecy"|"Kevin Hiner"|""|""|""|""|""
"After Eventide"|"Catherine Olson"|""|""|""|""|""
"The Jumbee"|"Pamela Keyes"|"

1"|"8"|"2"|"7|3|6|4|5|8"|"8"
"Grey Dogs: Zombie Survival"|"Ian D.G. Sandusky"|""|""|""|""|""
"When the Stars Go Blue"|"Caridad Ferrer"|""|""|""|""|""
"The Shamrock Crown and the Legend of Excalibur"|"Arthur Cola (illustrations by John Colaianni), John Colaianni"|""|""|""|""|""
"My Heart Stopped Beating"|"Chamed"|""|""|""|""|""
"Vicious Little Darlings"|"Katherine Easer"|""|""|""|""|""
"The Mark"|"M.R. Bunderson"|""|""|""|""|""
"The Me Nobody Knew: A Story of Triumph for All Girls"|"Shannon McLinden"|""|""|""|""|""
"Songbird"|"Angela Fristoe"|""|""|""|""|""
"Mercy Lily"|"Lisa Albert"|""|""|""|""|""
"Hell's Fire"|"Sandra Yuen MacKay"|""|""|""|""|""
"Be Careful What You Wish For"|"L.L. Helland"|""|""|""|""|""
"Jane Was Here"|"Sarah Kernochan"|""|""|""|""|""
"Seven Billion"|"Anna Russo"|""|""|""|""|""
"The Thousand Hour Club"|"George O'Har"|""|""|""|""|""
"Cool Beans"|"Erynn Mangum"|""|""|""|""|""
"HOMER"|"Mark Raab"|""|""|""|""|""
"Guardian in Magic"|"Richard Blunt"|""|""|""|""|""
"Awaken Me"|"E.M. Sky"|""|""|""|""|""
"CIN"|"Christina Leigh Pritchard"|""|""|""|""|""
"Nathaniel Ages"|"Brandie Lagarde"|""|""|""|""|""
"Veronasongs"|"Simbarashe"|""|""|""|""|""
"Calli"|"Jessica Lee Anderson"|""|""|""|""|""
"Risen"|"Britney Jensen"|""|""|""|""|""
"Character Concert"|"Craig W. Dressler"|""|""|""|""|""
"Sapphire Flute"|"Karen E. Hoover"|""|""|""|""|""
"Games"|"Carol Gorman"|""|""|""|""|""
"Mr. Darcy Goes Overboard: A Tale of Tide & Prejudice"|"Belinda Roberts"|""|""|""|""|""
"Hope and the Knight of the Black Lion"|"Mary C. Findley"|""|""|""|""|""
"Outside the Box"|"Dan Allosso"|""|""|""|""|""
"A Calm Whisper - A Short Story Collection"|"Akshat Singhal"|""|""|""|""|""
"The CoolKids: An Emotional Hardcore Odyssey"|"Ramsey Dean"|""|""|""|""|""
"The Obsidian Pebble"|"Rhys A. Jones"|""|""|""|""|""
"Loyd & Boyd and The Slug Monster of Webster County"|"R. Lewis McGhee"|""|""|""|""|""
"Truancy"|"Isamu Fukui"|""|""|""|""|""
"Yoke"|"E.M. Ragland"|""|""|""|""|""
"Dreaming Dangerously"|"Kathleen Harsch"|""|""|""|""|""
"Skye & Lilly's French Gymkhana"|"Andrea M. Hale"|""|""|""|""|""
"The Lost Crown of Colonnade"|"Kenneth G. Winters"|""|""|""|""|""
"Queen of Environmental Club"|"s.i. decker"|""|""|""|""|""
"Destined: A Novel of the Tarot"|"Gail Cleare"|""|""|""|""|""
"Outtakes of A Walking Mistake"|"Anthony Paull"|""|""|""|""|""
"The Apocalypse Gene"|"Carlyle Clark, Suki Michelle"|""|""|""|""|""
"Fangtales"|"Sarah Dalton, Lou Treleaven, Raymond Little, Conda V. Douglas, Katie  Parks, Theresa Milstein, Kelly Said, Shoshana Rowse, Tina Rath, Berni Stevens, Holly Stacey, Ross Baxter, Jules May, Alyson Hillbourne, Justin   Carroll, Tiffany Burke, David Turnbull, Linda Gunn, Kirsty Ferry"|""|""|""|""|""
"Star Wars: The Jedi Academy Trilogy"|"Kevin J. Anderson"|"8"|"7"|"6"|"9"|""
"In Dreams"|"J. Sterling"|""|""|""|""|""
"Eleven: Eleven"|"Ashley Ford"|""|""|""|""|""
"Ignite"|"Kaitlyn Davis"|"8"|"7"|"9"|"8|7"|"7"
"Amongst the Ruins"|"Saewod Tice"|""|""|""|""|""
"Pirates of Savannah: The Hunt for Shamus's Booty"|"Scott Motley, Tarrin P. Lupo"|""|""|""|""|""
"Fractured Light"|"Rachel McClellan"|""|""|""|""|""
"Madame du Barry: The Wages of Beauty"|"Joan Haslip"|"1"|"4"|"3"|"5|2|4|3"|"2"
"Dark Seeker"|"Taryn Browning"|""|""|""|""|""
"Go No Sen"|"Jacques  Antoine"|""|""|""|""|""
"The Higher Power of Lucky"|"Susan Patron"|"7"|"8"|"6"|"9|5"|"5"
"Descendants"|"R. Lynn"|""|""|""|""|""
"Seth and Chloe"|"Wyatt Davenport"|""|""|""|""|""
"Soul Born"|"Kevin James Breaux"|""|""|""|""|""
"And Then There Was Life!"|"Andr Jacob"|""|""|""|""|""
"3004"|"Natasha Murray"|"3004"|""|""|""|""
"F.A.I.R.I.E.S.: Baptism by Fire"|"M.C. Pearson"|""|""|""|""|""
"The Treelanders: Journey to the Giants"|"Stephen John Beccia"|""|""|""|""|""
"Kingdom of the Nanosaurs"|"David Callinan"|""|""|""|""|""
"Other Words for Love"|"Lorraine Zago Rosenthal"|"7"|"8"|"9"|"6|7|8|9"|"6"
"The keeper"|"Jessica Crawford Vernold"|""|""|""|""|""
"Rosi's Castle"|"Edward Eaton"|""|""|""|""|""
"Notes to Self"|"Avery Sawyer"|""|""|""|""|""
"Noontide Owls"|"Irene Black"|""|""|""|""|""
"Rockettes, Rockstars and Rockbottom"|"Keltie Colleen"|""|""|""|""|""
"Bees to Benny"|"Martin Renaud"|""|""|""|""|""
"The Horror of Gaad Grey, The Evil Alpha Werewolf"|"Sean H. Robertson"|""|""|""|""|""
"The Selfish Wish"|"Tracy Berna, M.V. Joseph, Sidra Kain, Michael Markovic"|""|""|""|""|""
"I'm Changing: Friendships, Drama, and Oh...the Comma!"|"Starlet G. Reid"|""|""|""|""|""
"A Place of Her Own"|"Ann Mari Falk"|""|""|""|""|""
"Virginia's Haunted Historic Triangle: Williamsburg, Yorktown, Jamestown, & Other Haunted Locations"|"Pamela K. Kinney"|""|""|""|""|""
"The House of Six Doors"|"Patricia Selbert"|""|""|""|""|""
"Guardian of the Sky Realms"|"Gerry Huntman"|""|""|""|""|""
"Adventures in My Beloved Medieval Alania and Beyond: A Time-Travel Novel Set in the 10th Century Caucasus Mountains"|"Anne Hart"|""|""|""|""|""
"Friends Forever"|"Maryann Miller"|""|""|""|""|""
"Of Light and Darkness"|"Shayne Leighton"|""|""|""|""|""
"Clipped"|"Samantha Potts"|""|""|""|""|""
"Growing Up Filipino: Stories for Young Adults"|"Cecilia Manguerra Brainard"|"1"|"2"|"3"|"4|5"|"5"
"The Chestry Oak"|"Kate Seredy"|""|""|""|""|""
"Bad Girl Gone Mom"|"K.C. Lauer"|""|""|""|""|""
"Buttered Beetle Bugs: Short poems and silly rhymes"|"Ms Laura A. Silverstein"|""|""|""|""|""
"If Only I'd Known"|"Jenny  Davis"|""|""|""|""|""
"Bree's Fire"|"Eva Roy"|""|""|""|""|""
"The dingo: A story of first love"|"Ruvim Fraerman, Irina Zheleznova"|""|""|""|""|""
"Across The Hall"|"N.M. Facile"|""|""|""|""|""
"Priscilla the Great"|"Sybil Nelson"|""|""|""|""|""
"The Crimson-Eyed Dragon"|"D.M. Trink, Ronnell D. Porter"|"1"|"4"|"3"|"2|5"|"5"
"The Cadence Raine Chronicles: Evening Star"|"Rebekkah Silva, Rebekkah Rilva"|"8"|"7"|"9"|"6|8"|"8"
"The Mailbox"|"Audrey Shafer"|""|""|""|""|""
"Flight of Passage: A Memoir"|"Rinker Buck"|"7"|"8"|"9"|"6|5|8|7|9"|"6"
"Distract My Hunger"|"X. Williamson"|""|""|""|""|""
"Poor Jenny, Bright as a Penny"|"Shirley Rousseau Murphy"|""|""|""|""|""
"Blood Line"|"Kate Hamilton"|""|""|""|""|""
"A Handful of Time"|"Kit Pearson"|""|""|""|""|""
"The Last Pharaoh: Mubarak and the Uncertain Future of Egypt in the Volatile Mid East"|"Aladdin Elaasar"|""|""|""|""|""
"Sentimental Bulls#*t"|"Magenta Periwinkle, Keli Chaffin"|""|""|""|""|""
"Kensey's Story: Meeting Death"|"Nellee Horne"|""|""|""|""|""
"Akasha"|"Heather Tregaskes"|""|""|""|""|""
"Dress Rehearsal"|"Zoe Thurner"|""|""|""|""|""
"Fred and Lydia Take London By Storm"|"Marie Lawrence"|""|""|""|""|""
"The Survivors"|"Amanda Havard"|""|""|""|""|""
"Captive Spirit"|"Liz Fichera"|""|""|""|""|""
"The Advice Girl"|"L.A.  Shaw"|""|""|""|""|""
"This Thing Called the Future"|"J.L. Powers"|"1"|"2"|"3"|"4|5"|"5"
"The Brotherhood In Saffron: The Rashtriya Swayamsevak Sangh And Hindu Revivalism"|"Walter K. Andersen, Shridhar D. Damle"|""|""|""|""|""
"Anabar's Run"|"Will Granger"|""|""|""|""|""
"Bloody Little Secrets"|"Karly Kirkpatrick"|""|""|""|""|""
"Summer Snow, Winter Sun"|"Heather     Leigh"|""|""|""|""|""
"February The Fifth"|"Derek Haines"|""|""|""|""|""
"Cinderella Geek"|"K. Sean Jennkrist"|""|""|""|""|""
"Laney"|"Joann I Martin Sowles"|""|""|""|""|""
"In the Heart of the Young"|"S. Joseph Penrod"|""|""|""|""|""
"Anything Else But Love"|"Ankita Chadha"|""|""|""|""|""
"Baby Huey"|"James  Henderson"|""|""|""|""|""
"Eye of Leomander"|"Diane Louise Smith"|""|""|""|""|""
"Cursebusters!"|"Julie Smith"|""|""|""|""|""
"The Magen"|"Rafael Jerez, Carolina De Pea, Joel Liriano"|""|""|""|""|""
"Kingdom of the Green Glass Straw"|"Vicki A. King"|""|""|""|""|""
"Prince Ombra"|"Roderick MacLeish"|"1"|"4"|"3"|"5|2|4|3"|"2"
"Shadow Dancer"|"Courtney Rene"|""|""|""|""|""
"Chrystallia and the Source of Light"|"Paul Michael Glaser"|""|""|""|""|""
"Real Eyez Realize Real Liez"|"Robert Nelson"|""|""|""|""|""
"Sunrise Over Fallujah"|"Walter Dean Myers"|"8"|"7"|"9"|"9|8"|"8"
"Verita"|"Tracy Rozzlynn"|""|""|""|""|""
"Anna Begins"|"Jennifer Davenport"|""|""|""|""|""
"Time's Edge"|"J.M. Dattilo"|""|""|""|""|""
"Her Dark Destiny"|"Dave Ferraro"|""|""|""|""|""
"Tempest Child"|"Laura Eno"|""|""|""|""|""
"Heir to Power"|"Michele Poague"|""|""|""|""|""
"November in Salem: The Bargain of Witches"|"L.C.  Russell"|""|""|""|""|""
"Mind Evolution - Clayton's Story"|"Gretchen C. Hohmeyer"|""|""|""|""|""
"The Day I Killed James"|"Catherine Ryan Hyde"|"8"|"7"|"9"|"9"|""
"The Search for Artemis"|"P.D. Griffith"|""|""|""|""|""
"Dantalion of the Goetia"|"Tina M. E, Tina M.E."|""|""|""|""|""
"AFTER"|"Neil D. Ostroff"|""|""|""|""|""
"Sally Forth, Vile Curmudgeon!"|"Travis Webster"|""|""|""|""|""
"Beatle Meets Destiny"|"Gabrielle  Williams"|""|""|""|""|""
"The Listener"|"Maris E. McCambley"|""|""|""|""|""
"Dreaming in Color"|"Fiona Lewis"|""|""|""|""|""
"Plain Jane"|"Sonia Ashby"|""|""|""|""|""
"Back to Bataan"|"Jerome Charyn"|""|""|""|""|""
"Barstool Prophets"|"Ethan H. Minsker"|""|""|""|""|""
"Legend Unborn (The Key of Souls, #1)"|"David G. Welsh"|""|""|""|""|""
"The Barefoot Warrior: The Journey of a Young Adult In Search of His True Nature"|"Kyle Weaver"|""|""|""|""|""
"THE UNDELIVERED SCORE: Letters from a poet's heart"|"Flow Wellington"|""|""|""|""|""
"The Black Stone Prophecy"|"Alex Baj"|""|""|""|""|""
"Submarine Warriors: The Enemy Beneath"|"Rob Tiffany, Catherine Wyatt"|""|""|""|""|""
"Zoe & Zak and the Ghost Leopard"|"Lars Guignard"|"1"|"4"|"3"|"2|5"|"5"
"Lunar"|"T. Kennedy"|""|""|""|""|""
"Forbidden Era"|"Amanda Mondoux"|""|""|""|""|""
"Love Lies and Pregnancy"|"Ashleigh Leone Blanchard"|""|""|""|""|""
"The Color of Bones"|"Tracy Edward Wymer"|""|""|""|""|""
"Grace Awakening Dreams and Power"|"Shawn L. Bird"|""|""|""|""|""
"Gone with The Night: The Rape Slaying Trial"|"Robert Boscarato"|""|""|""|""|""
"Life: An Exploded Diagram"|"Mal Peet"|""|""|""|""|""
"Discarded Faces"|"Betty   Cross"|""|""|""|""|""
"Prismatic"|"Sarah Elle Emm"|""|""|""|""|""
"The Stolen Kingdom"|"Ross Rosenfeld"|""|""|""|""|""
"The Laketown Loners"|"Michael Mote"|""|""|""|""|""
"The Island of Lote"|"Emily Kinney"|""|""|""|""|""
"Young Moon"|"H.S. St.Ours"|""|""|""|""|""
"The Acropolis"|"R.K. Ryals"|""|""|""|""|""
"The Adventures of Ginger Bread Willie"|"Deborah L. Blake"|""|""|""|""|""
"Force"|"Shawna Logue"|""|""|""|""|""
"Hungry: A Young Model's Story of Appetite, Ambition, and the Ultimate Embrace of Curves"|"Crystal Renn, Marjorie Ingall"|""|""|""|""|""
"The Discovery of Socket Greeny"|"Tony Bertauski"|""|""|""|""|""
"Parted Waters"|"Natasha Ashwe"|""|""|""|""|""
"The Dragon King of Beijing"|"D.B. Patterson"|""|""|""|""|""
"The Pirate Heir"|"Reilly Woodhouse"|"8"|"7"|"9"|"6|7"|"7"
"Nicholas Sparks Collection"|"Nicholas Sparks"|"1"|"4"|"3"|"2|5"|"5"
"Life (or Something Like It) at Mallard High"|"Greg Martini, Lisa Chelkowski"|""|""|""|""|""
"Red Leaves and the Living Token"|"Benjamin David Burrell"|""|""|""|""|""
"Shadow World"|"C.S. Lakin"|""|""|""|""|""
"Reality Bites: Tales of a Half-Vampire"|"Shaunda Kennedy Wenger"|""|""|""|""|""
"The Children of Hamelin"|"Danny Lasko"|""|""|""|""|""
"Purple Daze"|"Sherry Shahan"|""|""|""|""|""
"The Amazing Adventure of Edward and Dr. Sprechtmachen"|"Bob Zeidman"|""|""|""|""|""
"Sati"|"Christopher Pike"|""|""|""|""|""
"Butterfly Harvest"|"Sandra R. Campbell"|""|""|""|""|""
"Easy V"|"Lorena Rose Frazer"|""|""|""|""|""
"For My Daughter: Lessons for Life's Journey"|"Eric M. Strumpf"|""|""|""|""|""
"Animals"|"Don LePan"|""|""|""|""|""
"The Hidden Keeper"|"Sharon  Davies"|"8"|"7"|"9"|"6|8"|"8"
"The Destiny of Sunshine Ranch"|"T.M. Gaouette"|"1"|"2"|"3"|"4|5"|"5"
"The Summer I Learned to Dive"|"Shannon McCrimmon"|"8"|"7"|"9"|"6|7"|"7"
"Chandragupta - Path of a Fallen Demigod"|"Rajat Pillai"|""|""|""|""|""
"Don't Stand so Close"|"Eric Red"|""|""|""|""|""
"The Lost Choice: A Legend of Personal Discovery"|"Andy Andrews"|"7"|"8"|"9"|"6|7"|"7"
"Friends 2 Lovers: The Unthinkable"|"Jonathan Anthony Burkett"|"2"|""|""|""|""
"And by the Way"|"Denise Deegan"|""|""|""|""|""
"Control Switch On: The Untold Story Of The Most Powerful Man In The World-Ryan Moran-Who Shaped The Planet For Peace"|"Ira Teller"|""|""|""|""|""
"Act of Faith"|"Kelly Gardiner"|""|""|""|""|""
"Teen Life: Everything a Teenager Should Know to Survive the Teen Years"|"D.M. Mejias"|""|""|""|""|""
"Penny Picklepants and the Twenty-Pickle Pie"|"Andrew M. Jones"|""|""|""|""|""
"Hidden in the Shadows"|"Michelle Steninger"|""|""|""|""|""
"Men of the Cave"|"Marisette Burgess"|""|""|""|""|""
"The Final Voyage Of The Sea Explorer"|"Douglas Boren"|""|""|""|""|""
"Disenchanted"|"H.D. Bailey"|"1"|"4"|"3"|"5|2"|"2"
"Stealing Time"|"C.K. Garner"|""|""|""|""|""
"A Rose in the Devil's Garden"|"Anthony Paolucci"|""|""|""|""|""
"Rock Star! An Eva Heart, Vampire Slayer Novel"|"Amy Schmidt"|""|""|""|""|""
"Visionary from the Stars"|"V.L. Jennings"|""|""|""|""|""
"Curse of Ancient Shadows"|"Rod Tyson"|""|""|""|""|""
"On The Line"|"Jackie Nastri Bardenwerper"|"8"|"7"|"9"|"6|8"|"8"
"GRUM!"|"Robyn Hill"|""|""|""|""|""
"Barely Alive"|"Bonnie R. Paulson"|""|""|""|""|""
"Tornado Allie"|"Tim Rierden"|""|""|""|""|""
"The Glass Maker's Daughter"|"V. Briceland"|"1"|"4"|"3"|"5|2"|"2"
"War Boy"|"Thorn Kief Hillsbery, Kief Hillsbery"|"1"|"2"|"3"|"4|5"|"5"
"Night Flying"|"Rita Murphy"|"1"|"4"|"3"|"2|5"|"5"
"The Valentine's Day Clue"|"Rupali Rajopadhye Rotti"|""|""|""|""|""
"We Are Savages"|"Jessie Atkin"|""|""|""|""|""
"Where It Began"|"Ann Redisch Stampler"|""|""|""|""|""
"Don't Judge a Book by its Cover"|"Robbie Michaels"|""|""|""|""|""
"The Stars Fell Sideways"|"Cassandra Marshall"|""|""|""|""|""
"Twilite: A Parody"|"Sue Knott"|"8"|"9"|"10"|"6|7"|"7"
"Viral: The Story of the Milkshake Girl"|"Mike Player"|""|""|""|""|""
"Gateways"|"Jessica Schaub"|""|""|""|""|""
"How I Found You"|"Gabriella  Lepore"|""|""|""|""|""
"Saving Malaya"|"Victor  Sanchez"|""|""|""|""|""
"Believe Me, I'm Lying"|"Jordan Lynde"|""|""|""|""|""
"Chasing Amanda (Mystery / Suspense)"|"Melissa Foster"|""|""|""|""|""
"The Last Burning of New London"|"Danielle Myers, Danielle Rogland"|""|""|""|""|""
"Jacob of Avondale"|"P. Craig Packer"|""|""|""|""|""
"Atomic Summer"|"Elaine D Walsh"|"1"|"3"|"4"|"2|5"|"5"
"Moving Back To Normal"|"Sara Webb Quest (S.W. Quest)"|""|""|""|""|""
"The Amazing Pitsville and The Beggar's Invisible Railways"|"Gabe Redel"|""|""|""|""|""
"Cypress Hill"|"MacKenzie Knight"|""|""|""|""|""
"The Saeshell Book of Time, Part 1: The Death of Innocents"|"Rusty A. Biesele, Matt Curtis"|""|""|""|""|""
"The Heroes and The Demons"|"Freddie Freeman"|""|""|""|""|""
"Faded"|"Chloe Miles"|"1"|"4"|"3"|"2|5"|"5"
"Of Mind Or Matter"|"Sreejit Poole"|""|""|""|""|""
"Dear Teen Me: Authors Write Letters to Their Teen Selves"|"Leila Sales, Gretchen McNeil, Stacey Jay, Jenny Moss, Jessica Burkhart, Jessica Spotswood, Dave Roman, Jodi Meadows, Mariko Tamaki, Jo Whittemore, Mike Jung, Charles Benoit, Miranda Kenneally, P.J. Hoover, Cynthia Leitich Smith, Carrie Jones, Tom Angleberger, Sara Zarr, Melissa C. Walker, Erika Stalder, Beth Fantaskey, Robin Benway, Joseph Bruchac, Marke Bieschke, Mari Mancusi, Laura  Ellen, Sarah Ockler, Tera Lynn Childs, Nancy Holder, Kersten Hamilton, Tara Kelly, Kekla Magoon, Stephanie Pellegrin, Lauren Oliver, E. Kristin Anderson, Barbara Caridad Ferrer, Faith Erin Hicks, Hannah Moskowitz, Stasia Ward Kehoe, Katherine Longshore, Michael Griffo, Don Tate, Jessica Corra, Janet Gurtler, Ellen Hopkins, Cheryl Rainfield, K.A. Holt, Jessica Lee Anderson, Jennifer Ziegler"|""|""|""|""|""
"Dress Code"|"Libby Andrew"|""|""|""|""|""
"The Lure of the Moon"|"Melinda Clark, Nicole Gulla"|""|""|""|""|""
"The Reluctant Knight"|"Doug Glener"|""|""|""|""|""
"Pyramid of the Moon"|"Teresa  Smith"|""|""|""|""|""
"End of the Alphabet"|"Fleur Beale"|""|""|""|""|""
"The Last Sanctuary"|"P.S. Mokha"|""|""|""|""|""
"Auracle"|"Gina Rosati"|""|""|""|""|""
"Screenwriting for the 21st Century"|"Pat Silver-Lasky"|""|""|""|""|""
"Legacy of a Dreamer"|"Allie Jean"|""|""|""|""|""
"The Witch Hunter's Gauntlet"|"B.A. Schulte"|""|""|""|""|""
"The Promise Remains"|"Travis Thrasher"|""|""|""|""|""
"Barbara Reilly"|"Carl Grimsman"|""|""|""|""|""
"The Chronicles of David King: Lost & Found"|"Jonathan E. Lambe"|""|""|""|""|""
"Embracing the Elephant"|"Lori Hart Beninger"|""|""|""|""|""
"Walk Forward"|"Rosa Raskin"|""|""|""|""|""
"Candyfloss"|"Jacqueline Wilson"|"1"|"2"|"3"|"4|5"|"5"
"To Dance in Liradon"|"Adrienne  Clarke"|""|""|""|""|""
"Titans Rising: The Calling"|"D.E. Varni"|""|""|""|""|""
"Enlightened"|"A.D. Spencer"|""|""|""|""|""
"The Lost Jewels"|"J.R. Sechler"|""|""|""|""|""
"Passion and Pain"|"Kathy Petrakis"|""|""|""|""|""
"The Scrolls of Udanadar"|"S. Cameron Roach"|""|""|""|""|""
"Dora: A Headcase"|"Chuck Palahniuk, Lidia Yuknavitch"|"8"|"7"|"6"|"9|7"|"7"
"Vampire Dental: Veneers"|"Delaney Rhodes"|""|""|""|""|""
"Fame Place"|"Yarrow Kae"|""|""|""|""|""
"The Hunters' Bloodline Series"|"Maria Bunda"|""|""|""|""|""
"Act Locally"|"S.L. Vail"|""|""|""|""|""
"Savage Journey"|"Allan W. Eckert"|""|""|""|""|""
"XBestia"|"Melissa Conway"|""|""|""|""|""
"Dead Dogs"|"Joe Murphy"|""|""|""|""|""
"Edmund Mouse and the Assassin"|"D.M.  Campbell"|""|""|""|""|""
"Blubber Island"|"Guillermo Galvan"|""|""|""|""|""
"Gifts of the Peramangk"|"Dean Mayes"|""|""|""|""|""
"Providence: On Angels' Wings"|"Lauren Wynn"|""|""|""|""|""
"Revenge of a Band Geek Gone Bad"|"Naomi Rabinowitz"|""|""|""|""|""
"The Spiral Library"|"Evren Sener, Charise Diamond"|""|""|""|""|""
"Inquest"|"DelSheree Gladden"|""|""|""|""|""
"Nearly True"|"Sean  Enright"|""|""|""|""|""
"Survival of the Fittest: The Last Hope for the Human Race"|"Michael   Taylor"|""|""|""|""|""
"Makai Queen"|"Tara Fairfield"|""|""|""|""|""
"The Child of Denys"|"Nicole Gillette"|""|""|""|""|""
"Being Sixteen"|"Ally Condie"|""|""|""|""|""
"The Dreamweaver's Journey"|"Diana L. Wicker"|"1"|"4"|"3"|"5|2"|"2"
"The Guardian and the Dream Crawler"|"S.L. Lewis"|""|""|""|""|""
"Roadkill"|"Daisy White"|"8"|"7"|"6"|"5|7"|"7"
"Gestalt"|"Hoshizora Aona"|""|""|""|""|""
"Totally Tubular"|"Gwen Hayes"|""|""|""|""|""
"The Universe is Ours"|"Brittany Porter"|""|""|""|""|""
"3rd Generation and Beyond"|"Danna Pycher"|""|""|""|""|""
"Rising Calm"|"Haley Fisher"|""|""|""|""|""
"Finnegus BoggsBilly & Tyron"|"J. Cafesin"|""|""|""|""|""
"Commissioner Ryuubi: A kanlu Krimson Detective Story"|"G.K. Peart"|""|""|""|""|""
"The Water Nymph"|"Alysun Sanders"|""|""|""|""|""
"The Death of Me"|"Ami Urban"|""|""|""|""|""
"Harbour Terror"|"Steve Ahern"|""|""|""|""|""
"The Fallout From Finding Emily"|"Ryleigh Berkenpas"|""|""|""|""|""
"The President, The Terrorist & The Torturer"|"Jason Beacon"|""|""|""|""|""
"Bound Souls The Beginning"|"Joshua Ryan Donley"|""|""|""|""|""
"Psych Investigation Episodes: Episode 1"|"Kevin Weinberg"|""|""|""|""|""
"Ratgirl: Song of the Viper"|"Gayle C. Krause"|""|""|""|""|""
"Redemption of the Sorcerer"|"Ralph L. Angelo Jr."|""|""|""|""|""
"The Silent Soldiers"|"Travis Stinnett"|""|""|""|""|""
"Tales of Darkfern - Book 1 The Last Ryder"|"Damien B. Feral"|""|""|""|""|""
"Attitude 101: What Every Leader Needs to Know"|"John C. Maxwell"|"7"|"8"|"9"|"6|7"|"7"
"The Squirrel that Dreamt of Madness"|"Craig  Stone"|"1"|"8"|"5"|"3|7|9|6|4|2"|"2"
"The Long Run: A New York City Firefighter's Triumphant Comeback from Crash Victim to Elite Athlete"|"Charles Butler, Matt Long"|"9"|"10"|"8"|"9|7"|"7"
"The Chronicles of Articia: Children of the Dead"|"Edward Enos, K.D. Enos"|""|""|""|""|""
"Home To Oblivion"|"Roger Whittlesey"|""|""|""|""|""
"By Blood"|"Tracy Banghart"|"1"|"2"|"3"|"4|5|3|2|1"|"3"
"You Knew Me When"|"Emily Liebert"|""|""|""|""|""
"Identity Break"|"Stifyn Emrys"|""|""|""|""|""
"Smart Girl, stupid world: Choosing right in a world gone wrong"|"Sarah Siegand"|""|""|""|""|""
"Chaos Panzer"|"Justin Villanueva"|""|""|""|""|""
"Mary Baker and The Eye of the Tiger"|"D.M. Cherubim"|""|""|""|""|""
"Jared's Island"|"John R. Thayer"|""|""|""|""|""
"Rising of a Dead Moon"|"Paul Haston"|""|""|""|""|""
"A Hand in God's Till"|"Nicholas   Cooper"|""|""|""|""|""
"Champion in the Darkness"|"Tyrean Martinson"|""|""|""|""|""
"Solstice High"|"Ardash Vartparonian"|""|""|""|""|""
"Secret of the Crystal"|"Brian K. Larson"|""|""|""|""|""
"Acea And The Animal Kingdom"|"Kyle Shoop"|""|""|""|""|""
"Harvest Moon"|"Megan McCooey"|""|""|""|""|""
"Falling Star"|"C.J. Wright"|"8"|"7"|"9"|"6|8"|"8"
"Generation XX"|"KMV"|""|""|""|""|""
"Fizz & Peppers at the Bottom of the World"|"M.G. King"|""|""|""|""|""
"The Green Game"|"Joseph  Beach"|""|""|""|""|""
"Lifemobile"|"Jonathan Rintels"|""|""|""|""|""
"Tassel Moss"|"Austin Talynn Carpenter, Michelle Jordan Carpenter"|""|""|""|""|""
"Flesh Code: Vol. I"|"Alan  Dale"|""|""|""|""|""
